"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"merged_models.nlogox"
"find-best-dog-number-surround"
"02/11/2026 18:46:58:527 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","num-dogs","num-sheep","dog-speed","dog-strategy","[step]","get-success-percentage","get-tick-50pct","get-tick-80pct","get-tick-95pct","get-tick-100pct","current-run-seed","num-dogs","scenario","max-speed","dog-speed","k-neighbors","separation-distance","separation-weight","cohesion-weight","alignment-weight","fear-of-dogs","noise"
"101","0","100","4","Surround","10000","5.358375","-1","-1","-1","-1","1465718294","0","Target","8","4","4","3","15","60","1","50","0"
"102","0","100","4","Surround","10000","7.3255","3459","-1","-1","-1","794106197","0","Target","8","4","4","3","15","60","1","50","0"
"103","0","100","4","Surround","10000","3.7155","-1","-1","-1","-1","1144378548","0","Target","8","4","4","3","15","60","1","50","0"
"104","0","100","4","Surround","10000","6.609249999999999","-1","-1","-1","-1","-895761874","0","Target","8","4","4","3","15","60","1","50","0"
"105","0","100","4","Surround","10000","19.408","3489","-1","-1","-1","-1880538778","0","Target","8","4","4","3","15","60","1","50","0"
"106","0","100","4","Surround","10000","34.9995","4123","4564","5714","5792","1647754748","0","Target","8","4","4","3","15","60","1","50","0"
"107","0","100","4","Surround","10000","20.10275","3032","6091","6139","6185","-1737697295","0","Target","8","4","4","3","15","60","1","50","0"
"108","0","100","4","Surround","10000","8.13075","1758","-1","-1","-1","-1176002040","0","Target","8","4","4","3","15","60","1","50","0"
"109","0","100","4","Surround","10000","3.666","1368","-1","-1","-1","-1131314245","0","Target","8","4","4","3","15","60","1","50","0"
"110","0","100","4","Surround","10000","13.26425","3290","3537","-1","-1","-823956696","0","Target","8","4","4","3","15","60","1","50","0"
"111","0","100","5","Surround","10000","15.018874999999998","1186","6801","-1","-1","-1134541861","0","Target","8","5","4","3","15","60","1","50","0"
"112","0","100","5","Surround","10000","10.049125","4802","-1","-1","-1","148556502","0","Target","8","5","4","3","15","60","1","50","0"
"114","0","100","5","Surround","10000","20.4445","7271","7513","7987","8018","-573419743","0","Target","8","5","4","3","15","60","1","50","0"
"115","0","100","5","Surround","10000","14.350874999999998","2773","-1","-1","-1","438416501","0","Target","8","5","4","3","15","60","1","50","0"
"113","0","100","5","Surround","10000","41.7125","1093","4062","4199","4989","1815859260","0","Target","8","5","4","3","15","60","1","50","0"
"116","0","100","5","Surround","10000","15.375125","5863","7771","-1","-1","-985112299","0","Target","8","5","4","3","15","60","1","50","0"
"117","0","100","5","Surround","10000","9.7445","1539","-1","-1","-1","-1954367779","0","Target","8","5","4","3","15","60","1","50","0"
"118","0","100","5","Surround","10000","4.18075","-1","-1","-1","-1","218626993","0","Target","8","5","4","3","15","60","1","50","0"
"119","0","100","5","Surround","10000","21.323375","2097","5134","-1","-1","1005378061","0","Target","8","5","4","3","15","60","1","50","0"
"120","0","100","5","Surround","10000","3.902125","6971","-1","-1","-1","215110587","0","Target","8","5","4","3","15","60","1","50","0"
